412,263,451,317,0.743646
412,264,451,317,0.917295
413,265,451,317,0.895885
414,266,452,318,0.896641
414,266,452,318,0.839217
414,266,452,318,0.840847
414,266,452,318,0.839812
414,266,452,318,0.838853
414,266,452,318,0.839389
414,266,452,318,0.849067
414,266,452,318,0.840828
414,266,452,318,0.838298
414,266,452,318,0.843799
414,266,452,318,0.842273
414,266,452,318,0.850406
414,266,452,318,0.845163
414,266,452,318,0.845102
414,266,452,318,0.841344
415,266,453,318,0.828002
416,266,453,317,0.800150
416,266,453,317,0.866075
416,266,453,317,0.864370
416,266,453,317,0.861167
